monster ID,monster type,number of arms,number of legs,power level,uuid
2821,zombie,0,2,24,2821
2822,zombie,1,0,15,2822
2823,ghost,0,2,57,2823
2824,dragon,2,4,81,2824
2825,zombie,0,0,36,2825
2826,goblin,2,2,30,2826
2827,goblin,1,2,7,2827
2828,zombie,1,0,21,2828
2829,zombie,1,2,10,2829
2830,dragon,4,2,83,2830
2831,ghost,1,2,46,2831
2832,spider,4,4,75,2832
2833,ghost,0,0,48,2833
2834,spider,4,4,60,2834
2835,spider,4,4,56,2835
2836,zombie,2,1,27,2836
2837,ghost,2,0,40,2837
2838,dragon,4,4,100,2838
2839,dragon,2,4,85,2839
2840,spider,4,4,49,2840
2841,goblin,1,2,4,2841
2842,spider,4,4,66,2842
2843,ghost,0,2,58,2843
2844,ghost,1,2,46,2844
2845,goblin,3,2,24,2845
2846,goblin,3,2,21,2846
2847,zombie,0,0,31,2847
2848,dragon,4,2,86,2848
2849,dragon,4,4,95,2849
2850,zombie,1,2,28,2850
2851,zombie,2,0,34,2851
2852,zombie,2,0,25,2852
2853,spider,4,4,37,2853
2854,goblin,3,2,7,2854
2855,spider,4,4,60,2855
2856,dragon,4,2,86,2856
2857,spider,4,4,56,2857
2858,spider,4,4,50,2858
2859,goblin,2,2,29,2859
2860,zombie,2,0,32,2860
2861,zombie,1,2,11,2861
2862,zombie,1,1,39,2862
2863,zombie,2,2,16,2863
2864,spider,4,4,67,2864
2865,spider,4,4,63,2865
2866,ghost,2,2,48,2866
2867,goblin,4,2,27,2867
2868,dragon,4,4,97,2868
2869,goblin,3,2,0,2869
2870,ghost,1,2,55,2870
2871,zombie,0,0,22,2871
2872,zombie,1,0,23,2872
2873,spider,4,4,66,2873
2874,goblin,4,2,11,2874
2875,dragon,2,4,95,2875
2876,zombie,2,0,35,2876
2877,zombie,1,0,16,2877
2878,spider,4,4,47,2878
2879,zombie,0,1,15,2879
2880,dragon,4,2,91,2880
2881,zombie,1,1,34,2881
2882,zombie,0,1,20,2882
2883,zombie,2,1,34,2883
2884,spider,4,4,57,2884
2885,spider,4,4,56,2885
2886,ghost,0,0,50,2886
2887,spider,4,4,56,2887
2888,zombie,2,2,31,2888
2889,goblin,2,2,9,2889
2890,ghost,1,2,32,2890
2891,goblin,1,2,22,2891
2892,ghost,0,2,49,2892
2893,zombie,1,0,38,2893
2894,zombie,2,2,19,2894
2895,zombie,0,0,37,2895
2896,zombie,0,2,26,2896
2897,zombie,2,2,16,2897
2898,zombie,1,0,10,2898
2899,zombie,1,1,23,2899
2900,spider,4,4,41,2900
2901,ghost,0,2,30,2901
2902,spider,4,4,56,2902
2903,ghost,2,2,54,2903
2904,spider,4,4,43,2904
2905,spider,4,4,68,2905
2906,ghost,1,0,30,2906
2907,dragon,2,4,83,2907
2908,zombie,2,0,13,2908
2909,dragon,4,4,92,2909
2910,zombie,2,0,22,2910
2911,ghost,2,0,47,2911
2912,dragon,2,2,89,2912
2913,goblin,2,2,23,2913
2914,goblin,1,2,29,2914
2915,ghost,0,0,45,2915
2916,ghost,1,2,35,2916
2917,spider,4,4,43,2917
2918,zombie,2,2,31,2918
2919,ghost,0,2,46,2919
2920,zombie,1,2,10,2920
2921,zombie,2,1,19,2921
2922,spider,4,4,53,2922
2923,spider,4,4,74,2923
2924,zombie,2,0,37,2924
2925,zombie,2,0,15,2925
2926,spider,4,4,51,2926
2927,spider,4,4,52,2927
2928,zombie,2,2,24,2928
2929,goblin,2,2,21,2929
2930,goblin,1,2,1,2930
2931,zombie,1,0,29,2931
2932,zombie,0,0,20,2932
2933,dragon,4,2,90,2933
2934,goblin,2,2,5,2934
2935,spider,4,4,71,2935
2936,zombie,1,2,32,2936
2937,spider,4,4,57,2937
2938,dragon,2,2,93,2938
2939,goblin,3,2,7,2939
2940,ghost,2,2,50,2940
2941,ghost,1,2,51,2941
2942,dragon,4,4,96,2942
2943,goblin,4,2,6,2943
2944,goblin,3,2,13,2944
2945,ghost,2,0,56,2945
2946,dragon,2,2,95,2946
2947,spider,4,4,37,2947
2948,dragon,4,2,84,2948
2949,dragon,2,2,88,2949
2950,spider,4,4,37,2950
2951,goblin,1,2,7,2951
2952,goblin,4,2,22,2952
2953,ghost,1,2,42,2953
2954,zombie,2,0,30,2954
2955,ghost,1,2,53,2955
2956,goblin,1,2,13,2956
2957,dragon,4,2,89,2957
2958,dragon,2,4,80,2958
2959,dragon,4,2,95,2959
2960,ghost,1,0,39,2960
2961,ghost,2,2,58,2961
2962,goblin,1,2,29,2962
2963,spider,4,4,51,2963
2964,spider,4,4,57,2964
2965,ghost,2,2,46,2965
2966,ghost,0,2,44,2966
2967,spider,4,4,60,2967
2968,goblin,1,2,4,2968
2969,zombie,0,1,27,2969
2970,dragon,4,2,82,2970
2971,goblin,1,2,7,2971
2972,ghost,0,2,51,2972
2973,ghost,1,0,42,2973
2974,ghost,1,0,37,2974
2975,zombie,2,0,27,2975
2976,spider,4,4,49,2976
2977,ghost,1,0,55,2977
2978,zombie,0,0,34,2978
2979,dragon,2,4,85,2979
2980,goblin,1,2,13,2980
2981,spider,4,4,45,2981
2982,ghost,0,0,60,2982
2983,ghost,0,0,43,2983
2984,goblin,1,2,14,2984
2985,dragon,2,2,100,2985
2986,spider,4,4,40,2986
2987,dragon,4,2,93,2987
2988,ghost,1,0,30,2988
2989,goblin,1,2,28,2989
2990,spider,4,4,42,2990
2991,dragon,2,2,99,2991
2992,dragon,4,4,85,2992
2993,zombie,1,2,14,2993
2994,goblin,1,2,20,2994
2995,dragon,4,2,94,2995
2996,goblin,1,2,27,2996
2997,spider,4,4,41,2997
2998,spider,4,4,58,2998
2999,ghost,2,0,55,2999
3000,spider,4,4,59,3000
3001,ghost,2,0,51,3001
3002,goblin,3,2,15,3002
3003,dragon,4,4,96,3003
3004,zombie,0,2,14,3004
3005,spider,4,4,54,3005
3006,zombie,1,2,16,3006
3007,goblin,1,2,23,3007
3008,dragon,2,2,95,3008
3009,ghost,1,2,57,3009
3010,zombie,0,0,16,3010
3011,ghost,1,2,47,3011
3012,goblin,4,2,5,3012
3013,ghost,1,2,48,3013
3014,zombie,2,0,27,3014
3015,goblin,1,2,13,3015
3016,goblin,3,2,10,3016
3017,spider,4,4,69,3017
3018,goblin,1,2,23,3018
3019,zombie,2,1,35,3019
3020,zombie,0,2,29,3020
3021,ghost,2,2,40,3021
3022,goblin,1,2,20,3022
3023,spider,4,4,49,3023
3024,spider,4,4,62,3024
3025,goblin,4,2,14,3025
3026,ghost,0,2,56,3026
3027,goblin,4,2,23,3027
3028,goblin,1,2,9,3028
3029,goblin,4,2,5,3029
3030,dragon,2,2,80,3030
3031,spider,4,4,67,3031
3032,zombie,1,1,30,3032
3033,ghost,2,0,32,3033
3034,ghost,0,0,32,3034
3035,ghost,1,2,52,3035
3036,ghost,0,2,49,3036
3037,zombie,0,2,25,3037
3038,spider,4,4,36,3038
3039,goblin,3,2,20,3039
3040,goblin,3,2,8,3040
3041,ghost,0,0,45,3041
3042,goblin,1,2,25,3042
3043,spider,4,4,51,3043
3044,goblin,2,2,0,3044
3045,goblin,4,2,8,3045
3046,spider,4,4,56,3046
3047,zombie,0,0,20,3047
3048,zombie,0,1,26,3048
3049,zombie,1,2,39,3049
3050,dragon,4,2,84,3050
3051,dragon,4,2,90,3051
3052,dragon,4,2,97,3052
3053,ghost,1,0,54,3053
3054,dragon,2,2,89,3054
3055,spider,4,4,67,3055
3056,ghost,0,0,40,3056
3057,ghost,2,0,50,3057
3058,zombie,2,0,40,3058
3059,dragon,2,2,90,3059
3060,goblin,4,2,22,3060
3061,ghost,0,0,51,3061
3062,goblin,4,2,18,3062
3063,ghost,1,2,41,3063
3064,zombie,1,2,20,3064
3065,dragon,2,4,82,3065
3066,ghost,2,2,34,3066
3067,zombie,2,1,11,3067
3068,goblin,3,2,11,3068
3069,goblin,4,2,16,3069
3070,dragon,4,2,98,3070
3071,spider,4,4,39,3071
3072,spider,4,4,48,3072
3073,spider,4,4,66,3073
3074,dragon,2,4,99,3074
3075,spider,4,4,55,3075
3076,goblin,1,2,7,3076
3077,dragon,2,4,98,3077
3078,dragon,4,2,96,3078
3079,goblin,3,2,10,3079
3080,zombie,0,2,33,3080
3081,ghost,1,2,46,3081
3082,dragon,4,4,93,3082
3083,goblin,1,2,13,3083
3084,dragon,4,4,100,3084
3085,goblin,3,2,21,3085
3086,zombie,1,1,30,3086
3087,goblin,3,2,26,3087
3088,spider,4,4,70,3088
3089,zombie,2,0,28,3089
3090,spider,4,4,55,3090
3091,spider,4,4,67,3091
3092,spider,4,4,47,3092
3093,spider,4,4,60,3093
3094,goblin,3,2,26,3094
3095,zombie,2,1,18,3095
3096,zombie,2,1,35,3096
3097,dragon,4,4,89,3097
3098,dragon,2,2,100,3098
3099,spider,4,4,70,3099
3100,spider,4,4,53,3100
3101,goblin,2,2,25,3101
3102,ghost,1,0,59,3102
3103,zombie,1,1,38,3103
3104,ghost,2,0,31,3104
3105,ghost,0,2,49,3105
3106,zombie,0,2,40,3106
3107,dragon,2,4,83,3107
3108,spider,4,4,51,3108
3109,goblin,3,2,4,3109
3110,goblin,3,2,10,3110
3111,ghost,2,0,42,3111
3112,goblin,1,2,10,3112
3113,goblin,2,2,8,3113
3114,goblin,3,2,12,3114
3115,spider,4,4,61,3115
3116,dragon,2,2,99,3116
3117,spider,4,4,53,3117
3118,spider,4,4,73,3118
3119,ghost,2,2,45,3119
3120,goblin,1,2,0,3120
3121,dragon,4,2,90,3121
3122,spider,4,4,70,3122
3123,spider,4,4,60,3123
3124,dragon,4,4,97,3124
3125,goblin,1,2,9,3125
3126,dragon,2,4,97,3126
3127,dragon,2,4,91,3127
3128,dragon,4,2,93,3128
3129,goblin,1,2,3,3129
3130,zombie,1,2,10,3130
3131,spider,4,4,66,3131
3132,dragon,4,2,84,3132
3133,spider,4,4,36,3133
3134,zombie,0,2,18,3134
3135,spider,4,4,71,3135
3136,ghost,1,2,37,3136
3137,dragon,4,2,97,3137
3138,spider,4,4,73,3138
3139,goblin,4,2,24,3139
3140,goblin,3,2,23,3140
3141,spider,4,4,64,3141
3142,goblin,3,2,6,3142
3143,goblin,2,2,25,3143
3144,dragon,4,2,86,3144
3145,zombie,2,2,20,3145
3146,dragon,2,2,96,3146
3147,zombie,0,2,35,3147
3148,ghost,0,2,50,3148
3149,goblin,2,2,13,3149
3150,goblin,3,2,26,3150
3151,goblin,1,2,26,3151
3152,goblin,4,2,5,3152
3153,goblin,2,2,19,3153
3154,ghost,1,2,50,3154
3155,dragon,4,2,88,3155
3156,dragon,4,4,84,3156
3157,zombie,2,2,19,3157
3158,goblin,1,2,29,3158
3159,goblin,2,2,28,3159
3160,spider,4,4,63,3160
3161,zombie,0,2,12,3161
3162,ghost,2,0,39,3162
3163,dragon,4,4,96,3163
3164,ghost,0,0,54,3164
3165,dragon,4,4,93,3165
3166,zombie,2,0,30,3166
3167,zombie,1,0,17,3167
3168,zombie,2,2,27,3168
3169,spider,4,4,55,3169
3170,dragon,4,4,83,3170
3171,zombie,2,0,29,3171
3172,spider,4,4,55,3172
3173,ghost,1,0,50,3173
3174,dragon,2,4,95,3174
3175,spider,4,4,44,3175
3176,zombie,1,0,28,3176
3177,spider,4,4,42,3177
3178,zombie,1,0,31,3178
3179,spider,4,4,63,3179
3180,dragon,2,2,89,3180
3181,zombie,1,2,15,3181
3182,spider,4,4,68,3182
3183,ghost,0,0,58,3183
3184,spider,4,4,54,3184
3185,goblin,3,2,24,3185
3186,goblin,1,2,27,3186
3187,dragon,4,2,89,3187
3188,spider,4,4,39,3188
3189,zombie,2,1,14,3189
3190,ghost,0,2,50,3190
3191,zombie,2,2,31,3191
3192,goblin,3,2,19,3192
3193,spider,4,4,57,3193
3194,zombie,2,1,20,3194
3195,spider,4,4,65,3195
3196,goblin,2,2,17,3196
3197,goblin,2,2,7,3197
3198,dragon,4,2,90,3198
3199,ghost,1,0,33,3199
3200,goblin,3,2,19,3200
3201,zombie,0,2,28,3201
3202,zombie,2,2,18,3202
3203,dragon,4,2,91,3203
3204,spider,4,4,65,3204
3205,spider,4,4,41,3205
3206,goblin,4,2,27,3206
3207,zombie,0,1,22,3207
3208,zombie,2,0,28,3208
3209,dragon,4,2,80,3209
3210,spider,4,4,38,3210
3211,zombie,2,2,33,3211
3212,spider,4,4,50,3212
3213,ghost,0,0,54,3213
3214,zombie,1,1,20,3214
3215,dragon,4,4,84,3215
3216,dragon,4,2,81,3216
3217,dragon,2,4,93,3217
3218,ghost,0,0,60,3218
3219,ghost,0,2,38,3219
3220,zombie,0,1,25,3220
3221,zombie,1,2,16,3221
3222,zombie,2,1,37,3222
3223,dragon,4,2,83,3223
3224,zombie,1,1,30,3224
3225,zombie,0,2,20,3225
3226,zombie,2,2,22,3226
3227,spider,4,4,66,3227
3228,zombie,1,0,33,3228
3229,spider,4,4,60,3229
3230,ghost,2,0,33,3230
3231,ghost,1,2,50,3231
3232,goblin,2,2,23,3232
3233,spider,4,4,36,3233
3234,goblin,1,2,21,3234
3235,zombie,0,0,35,3235
3236,spider,4,4,58,3236
3237,goblin,2,2,25,3237
3238,spider,4,4,36,3238
3239,ghost,0,2,49,3239
3240,ghost,0,2,48,3240
3241,ghost,2,2,37,3241
3242,spider,4,4,64,3242
3243,goblin,3,2,17,3243
3244,zombie,1,2,27,3244
3245,spider,4,4,63,3245
3246,dragon,2,2,82,3246
3247,dragon,2,2,91,3247
3248,goblin,2,2,19,3248
3249,zombie,0,1,30,3249
3250,goblin,1,2,15,3250
3251,ghost,1,0,52,3251
3252,goblin,1,2,3,3252
3253,ghost,2,0,50,3253
3254,spider,4,4,62,3254
3255,goblin,2,2,8,3255
3256,zombie,1,1,21,3256
3257,ghost,0,2,43,3257
3258,ghost,0,0,38,3258
3259,goblin,4,2,30,3259
3260,zombie,1,0,22,3260
3261,ghost,0,0,57,3261
3262,dragon,4,4,89,3262
3263,goblin,1,2,6,3263
3264,goblin,3,2,27,3264
3265,spider,4,4,49,3265
3266,dragon,4,2,100,3266
3267,dragon,4,2,87,3267
3268,spider,4,4,47,3268
3269,dragon,2,4,89,3269
3270,dragon,2,4,92,3270
3271,dragon,2,4,99,3271
3272,zombie,0,0,18,3272
3273,zombie,2,1,10,3273
3274,ghost,2,2,31,3274
3275,zombie,1,2,39,3275
3276,goblin,4,2,2,3276
3277,ghost,1,2,30,3277
3278,dragon,4,2,95,3278
3279,zombie,2,1,17,3279
3280,ghost,0,0,38,3280
3281,zombie,1,1,40,3281
3282,dragon,2,2,97,3282
3283,goblin,3,2,11,3283
3284,zombie,2,2,37,3284
3285,zombie,1,0,15,3285
3286,zombie,2,2,33,3286
3287,spider,4,4,46,3287
3288,dragon,4,4,83,3288
3289,spider,4,4,56,3289
3290,zombie,1,0,38,3290
3291,zombie,0,1,30,3291
3292,dragon,2,2,88,3292
3293,goblin,4,2,6,3293
3294,dragon,2,2,94,3294
3295,spider,4,4,39,3295
3296,goblin,2,2,12,3296
3297,ghost,0,2,34,3297
3298,ghost,2,2,58,3298
3299,zombie,0,2,21,3299
3300,spider,4,4,66,3300
3301,ghost,0,2,55,3301
3302,spider,4,4,67,3302
3303,zombie,2,0,35,3303
3304,spider,4,4,72,3304
3305,spider,4,4,66,3305
3306,spider,4,4,65,3306
3307,zombie,1,0,40,3307
3308,dragon,2,4,96,3308
3309,goblin,3,2,17,3309
3310,zombie,0,1,34,3310
3311,zombie,0,1,24,3311
3312,goblin,4,2,23,3312
3313,ghost,0,2,30,3313
3314,goblin,1,2,0,3314
3315,dragon,4,4,95,3315
3316,spider,4,4,37,3316
3317,ghost,1,2,47,3317
3318,dragon,2,2,90,3318
3319,spider,4,4,51,3319
3320,goblin,3,2,11,3320
3321,zombie,0,2,30,3321
3322,spider,4,4,45,3322
3323,ghost,0,2,42,3323
3324,dragon,2,4,98,3324
3325,zombie,0,2,36,3325
3326,ghost,0,0,30,3326
3327,goblin,2,2,5,3327
3328,goblin,3,2,10,3328
3329,goblin,4,2,10,3329
3330,dragon,4,2,94,3330
3331,spider,4,4,51,3331
3332,ghost,0,2,55,3332
3333,goblin,4,2,26,3333
3334,goblin,3,2,17,3334
3335,dragon,2,4,94,3335
3336,spider,4,4,35,3336
3337,spider,4,4,42,3337
3338,goblin,4,2,16,3338
3339,goblin,1,2,9,3339
3340,dragon,2,2,88,3340
3341,ghost,1,0,38,3341
3342,goblin,3,2,18,3342
3343,dragon,2,2,97,3343
3344,ghost,0,0,54,3344
3345,ghost,0,2,54,3345
3346,ghost,0,0,43,3346
3347,ghost,1,2,42,3347
3348,spider,4,4,47,3348
3349,dragon,2,2,97,3349
3350,dragon,2,4,92,3350
3351,goblin,3,2,1,3351
3352,zombie,0,0,20,3352
3353,ghost,0,2,31,3353
3354,zombie,2,0,22,3354
3355,goblin,2,2,6,3355
3356,ghost,0,0,49,3356
3357,dragon,4,2,93,3357
3358,ghost,1,2,56,3358
3359,zombie,1,2,34,3359
3360,dragon,4,2,99,3360
3361,goblin,1,2,6,3361
3362,zombie,0,0,32,3362
3363,spider,4,4,36,3363
3364,goblin,3,2,3,3364
3365,goblin,4,2,20,3365
3366,ghost,1,2,55,3366
3367,ghost,2,0,55,3367
3368,dragon,4,2,86,3368
3369,goblin,3,2,19,3369
3370,goblin,3,2,3,3370
3371,dragon,2,2,94,3371
3372,zombie,2,1,21,3372
3373,dragon,2,4,100,3373
3374,goblin,3,2,27,3374
3375,ghost,2,2,47,3375
3376,dragon,2,2,96,3376
3377,dragon,2,2,97,3377
3378,dragon,4,2,89,3378
3379,zombie,1,1,15,3379
3380,zombie,0,0,16,3380
3381,spider,4,4,64,3381
3382,goblin,1,2,29,3382
3383,ghost,1,0,33,3383
3384,ghost,2,0,45,3384
3385,spider,4,4,45,3385
3386,goblin,2,2,25,3386
3387,zombie,1,1,22,3387
3388,ghost,2,2,47,3388
3389,zombie,1,1,23,3389
3390,dragon,4,2,89,3390
3391,zombie,0,0,37,3391
3392,zombie,1,2,34,3392
3393,dragon,4,4,89,3393
3394,ghost,1,0,41,3394
3395,ghost,1,2,36,3395
3396,goblin,3,2,20,3396
3397,goblin,2,2,9,3397
3398,spider,4,4,56,3398
3399,dragon,2,4,91,3399
3400,ghost,0,2,48,3400
3401,ghost,0,2,39,3401
3402,zombie,1,1,27,3402
3403,spider,4,4,50,3403
3404,goblin,2,2,5,3404
3405,zombie,1,0,14,3405
3406,zombie,0,1,21,3406
3407,spider,4,4,74,3407
3408,zombie,2,2,34,3408
3409,ghost,1,0,51,3409
3410,spider,4,4,37,3410
3411,zombie,1,0,35,3411
3412,zombie,1,0,21,3412
3413,zombie,2,1,12,3413
3414,ghost,2,2,42,3414
3415,ghost,1,2,35,3415
3416,goblin,3,2,23,3416
3417,goblin,4,2,6,3417
3418,ghost,0,0,59,3418
3419,zombie,2,2,17,3419
3420,goblin,2,2,29,3420
3421,goblin,4,2,19,3421
3422,dragon,4,4,84,3422
3423,spider,4,4,47,3423
3424,ghost,2,2,50,3424
3425,ghost,1,0,41,3425
3426,dragon,4,2,84,3426
3427,goblin,4,2,16,3427
3428,spider,4,4,39,3428
3429,spider,4,4,74,3429
3430,zombie,0,1,19,3430
3431,goblin,1,2,16,3431
3432,zombie,2,0,14,3432
3433,dragon,2,2,81,3433
3434,spider,4,4,52,3434
3435,spider,4,4,42,3435
3436,dragon,4,4,80,3436
3437,spider,4,4,57,3437
3438,ghost,1,2,58,3438
3439,spider,4,4,65,3439
3440,dragon,4,4,98,3440
3441,spider,4,4,69,3441
3442,dragon,4,2,84,3442
3443,zombie,1,0,28,3443
3444,dragon,4,4,97,3444
3445,zombie,2,2,14,3445
3446,goblin,1,2,16,3446
3447,goblin,1,2,16,3447
3448,dragon,2,2,82,3448
3449,dragon,4,4,93,3449
3450,spider,4,4,39,3450
3451,ghost,2,2,36,3451
3452,spider,4,4,69,3452
3453,ghost,2,2,57,3453
3454,zombie,1,0,13,3454
3455,spider,4,4,50,3455
3456,goblin,3,2,12,3456
3457,zombie,0,2,30,3457
3458,ghost,2,0,42,3458
3459,dragon,2,4,84,3459
3460,ghost,0,2,60,3460
3461,ghost,2,0,57,3461
3462,dragon,2,4,80,3462
3463,ghost,1,2,50,3463
3464,goblin,3,2,19,3464
3465,ghost,1,0,34,3465
3466,goblin,3,2,8,3466
3467,ghost,0,0,50,3467
3468,dragon,2,2,96,3468
3469,spider,4,4,50,3469
3470,goblin,1,2,10,3470
3471,ghost,0,0,55,3471
3472,ghost,2,0,52,3472
3473,ghost,2,0,41,3473
3474,dragon,4,2,94,3474
3475,spider,4,4,63,3475
3476,spider,4,4,65,3476
3477,dragon,4,4,89,3477
3478,spider,4,4,58,3478
3479,ghost,1,0,36,3479
3480,goblin,4,2,7,3480
3481,spider,4,4,45,3481
3482,zombie,2,1,23,3482
3483,ghost,1,0,48,3483
3484,goblin,1,2,22,3484
3485,zombie,0,0,29,3485
3486,dragon,2,2,97,3486
3487,goblin,4,2,17,3487
3488,spider,4,4,40,3488
3489,ghost,2,0,30,3489
3490,ghost,1,0,42,3490
3491,goblin,1,2,5,3491
3492,spider,4,4,73,3492
3493,ghost,1,0,56,3493
3494,ghost,0,2,53,3494
3495,zombie,1,1,26,3495
3496,ghost,2,0,40,3496
3497,ghost,1,2,36,3497
3498,zombie,2,1,27,3498
3499,goblin,4,2,22,3499
3500,dragon,2,4,93,3500
3501,ghost,2,0,56,3501
3502,spider,4,4,65,3502
3503,zombie,1,2,26,3503
3504,dragon,4,2,96,3504
3505,goblin,4,2,15,3505
3506,goblin,1,2,12,3506
3507,goblin,3,2,25,3507
3508,ghost,2,0,42,3508
3509,zombie,0,1,37,3509
3510,dragon,4,4,98,3510
3511,ghost,1,0,31,3511
3512,dragon,2,4,96,3512
3513,goblin,4,2,18,3513
3514,ghost,1,2,50,3514
3515,zombie,1,1,38,3515
3516,goblin,1,2,19,3516
3517,dragon,2,2,91,3517
3518,dragon,4,4,80,3518
3519,zombie,2,0,16,3519
3520,zombie,2,1,19,3520
3521,ghost,2,0,54,3521
3522,dragon,4,2,93,3522
3523,goblin,3,2,7,3523
3524,goblin,4,2,16,3524
3525,zombie,2,0,30,3525
3526,goblin,3,2,26,3526
3527,ghost,2,2,43,3527
3528,ghost,2,2,45,3528
3529,ghost,0,0,31,3529
3530,zombie,2,1,15,3530
3531,ghost,2,2,45,3531
3532,goblin,3,2,4,3532
3533,ghost,2,0,42,3533
3534,goblin,2,2,21,3534
3535,dragon,2,2,88,3535
3536,zombie,0,2,10,3536
3537,goblin,2,2,19,3537
3538,zombie,1,1,35,3538
3539,goblin,3,2,5,3539
3540,goblin,3,2,4,3540
3541,goblin,3,2,11,3541
3542,goblin,2,2,21,3542
3543,spider,4,4,75,3543
3544,spider,4,4,64,3544
3545,goblin,4,2,26,3545
3546,ghost,1,0,39,3546
3547,ghost,1,2,32,3547
3548,zombie,1,0,14,3548
3549,spider,4,4,47,3549
3550,goblin,1,2,1,3550
3551,goblin,4,2,6,3551
3552,ghost,2,0,60,3552
3553,dragon,2,4,98,3553
3554,ghost,0,0,46,3554
3555,dragon,2,2,86,3555
3556,zombie,1,1,36,3556
3557,spider,4,4,38,3557
3558,zombie,2,1,13,3558
3559,zombie,1,1,15,3559
3560,zombie,2,1,22,3560
3561,zombie,0,1,13,3561
3562,goblin,1,2,25,3562
3563,zombie,1,2,15,3563
3564,spider,4,4,37,3564
3565,ghost,2,2,37,3565
3566,dragon,2,2,95,3566
3567,ghost,1,0,57,3567
3568,spider,4,4,39,3568
3569,zombie,2,1,38,3569
3570,goblin,3,2,24,3570
3571,zombie,2,0,18,3571
3572,zombie,0,2,13,3572
3573,dragon,4,4,81,3573
3574,spider,4,4,69,3574
3575,zombie,2,1,19,3575
3576,goblin,2,2,18,3576
3577,zombie,0,1,20,3577
3578,dragon,2,4,83,3578
3579,ghost,1,0,54,3579
3580,spider,4,4,36,3580
3581,ghost,0,2,32,3581
3582,spider,4,4,74,3582
3583,ghost,0,2,42,3583
3584,zombie,2,1,36,3584
3585,goblin,3,2,17,3585
3586,zombie,1,1,35,3586
3587,spider,4,4,54,3587
3588,spider,4,4,63,3588
3589,goblin,3,2,17,3589
3590,goblin,3,2,11,3590
3591,goblin,3,2,20,3591
3592,spider,4,4,37,3592
3593,goblin,2,2,21,3593
3594,spider,4,4,70,3594
3595,zombie,0,1,37,3595
3596,spider,4,4,36,3596
3597,zombie,1,0,33,3597
3598,goblin,4,2,17,3598
3599,goblin,2,2,13,3599
3600,goblin,4,2,27,3600
3601,ghost,0,0,48,3601
3602,dragon,4,4,96,3602
3603,goblin,1,2,30,3603
3604,goblin,3,2,0,3604
3605,ghost,0,2,60,3605
3606,dragon,4,2,96,3606
3607,goblin,2,2,23,3607
3608,spider,4,4,65,3608
3609,spider,4,4,50,3609
3610,zombie,2,1,24,3610
3611,dragon,2,4,98,3611
3612,zombie,0,0,28,3612
3613,ghost,0,2,39,3613
3614,dragon,4,2,85,3614
3615,ghost,2,2,41,3615
3616,ghost,2,0,43,3616
3617,ghost,2,0,36,3617
3618,zombie,2,1,32,3618
3619,spider,4,4,70,3619
3620,zombie,1,0,12,3620
3621,zombie,2,2,33,3621
3622,goblin,3,2,12,3622
3623,dragon,2,4,92,3623
3624,spider,4,4,47,3624
3625,dragon,2,4,84,3625
3626,spider,4,4,45,3626
3627,dragon,4,4,96,3627
3628,goblin,1,2,7,3628
3629,goblin,4,2,6,3629
3630,goblin,2,2,16,3630
3631,zombie,0,0,14,3631
3632,spider,4,4,75,3632
3633,spider,4,4,75,3633
3634,ghost,2,2,51,3634
3635,dragon,2,2,91,3635
3636,goblin,4,2,7,3636
3637,goblin,3,2,14,3637
3638,zombie,2,0,21,3638
3639,dragon,2,2,90,3639
3640,spider,4,4,66,3640
3641,dragon,4,4,82,3641
3642,zombie,2,1,10,3642
3643,spider,4,4,53,3643
3644,zombie,2,2,27,3644
3645,ghost,1,0,31,3645
3646,dragon,2,4,86,3646
3647,goblin,2,2,10,3647
3648,dragon,4,4,83,3648
3649,dragon,2,2,91,3649
3650,spider,4,4,39,3650
3651,zombie,2,1,14,3651
3652,goblin,4,2,29,3652
3653,spider,4,4,53,3653
3654,dragon,2,4,85,3654
3655,dragon,2,4,93,3655
3656,zombie,1,2,15,3656
3657,zombie,1,2,22,3657
3658,ghost,1,0,33,3658
3659,ghost,0,0,48,3659
3660,spider,4,4,64,3660
3661,zombie,2,1,34,3661
3662,goblin,1,2,1,3662
3663,zombie,1,2,30,3663
3664,zombie,1,1,31,3664
3665,dragon,2,4,98,3665
3666,spider,4,4,60,3666
3667,goblin,1,2,25,3667
3668,goblin,3,2,15,3668
3669,spider,4,4,38,3669
3670,dragon,2,2,89,3670
3671,dragon,2,2,81,3671
3672,goblin,1,2,29,3672
3673,spider,4,4,58,3673
3674,zombie,0,1,23,3674
3675,zombie,0,1,10,3675
3676,ghost,2,2,42,3676
3677,zombie,2,1,17,3677
3678,dragon,2,2,100,3678
3679,dragon,4,2,87,3679
3680,dragon,4,2,92,3680
3681,goblin,4,2,7,3681
3682,goblin,1,2,7,3682
3683,zombie,2,0,20,3683
3684,dragon,2,2,89,3684
3685,ghost,2,0,32,3685
3686,goblin,1,2,22,3686
3687,ghost,2,2,43,3687
3688,goblin,3,2,3,3688
3689,dragon,2,4,91,3689
3690,dragon,4,4,93,3690
3691,dragon,2,4,98,3691
3692,spider,4,4,53,3692
3693,zombie,1,2,15,3693
3694,spider,4,4,65,3694
3695,zombie,2,0,33,3695
3696,zombie,2,0,36,3696
3697,ghost,0,2,42,3697
3698,zombie,2,0,37,3698
3699,ghost,0,2,54,3699
3700,zombie,1,1,18,3700
3701,dragon,2,4,91,3701
3702,goblin,2,2,19,3702
3703,zombie,2,2,21,3703
