enemy_unit_type,odds_of_victory,planet,population,size_of_force,universe
tank,0.38050233201340533,Eos,8.5,41000,Mirrodin
mecha,0.36630597880711746,Gaia,6.7,38000,Mirrodin
overlord,0.07627517467984779,Korhal,6.7,85000,Zendikar
tank,0.8515559800474938,Aiur,5.1,50000,Zendikar
overlord,0.5757887472438606,Gaia,6.7,65000,Mirrodin
overlord,0.14068403188918943,Gaia,6.7,13000,Mirrodin
dreadnought,0.2634700847914023,Eos,8.5,73000,Mirrodin
tank,0.32434141167359554,Eos,8.5,85000,Mirrodin
mecha,0.6606657147139684,Kamigawa,3.4,14000,Dominaria
drone,0.1880853460833437,Korhal,6.7,14000,Zendikar
negator,0.7778620585071522,Aiur,5.1,27000,Zendikar
zealot,0.7879057602635752,Korhal,6.7,3000,Zendikar
tank,0.5502810984713085,Kamigawa,3.4,86000,Dominaria
mecha,0.09232826994971643,Aiur,5.1,3000,Zendikar
tank,0.5936023676068085,Eos,8.5,77000,Mirrodin
dreadnought,0.9075810162975381,Kamigawa,3.4,57000,Dominaria
overlord,0.7007250391451066,Korhal,6.7,31000,Zendikar
tank,0.3997589650967198,Ravnica,7.3,83000,Dominaria
zealot,0.5223206508511997,Kamigawa,3.4,19000,Dominaria
overlord,0.6171562983457157,Eos,8.5,38000,Mirrodin
zealot,0.05940951949218165,Gaia,6.7,20000,Mirrodin
battleship,0.007811431336409491,Korhal,6.7,85000,Zendikar
tank,0.7791819040645463,Korhal,6.7,2000,Zendikar
tank,0.48327976236746817,Korhal,6.7,39000,Zendikar
drone,0.3294569630829931,Kamigawa,3.4,50000,Dominaria
battleship,0.07919073170483604,Kamigawa,3.4,72000,Dominaria
battleship,0.36751923290917954,Kamigawa,3.4,21000,Dominaria
scout,0.268786312316859,Korhal,6.7,52000,Zendikar
overlord,0.9382900034269213,Aiur,5.1,1000,Zendikar
drone,0.4903771967710885,Aiur,5.1,72000,Zendikar
zealot,0.10219208305876559,Ravnica,7.3,71000,Dominaria
scout,0.5508811327098782,Aiur,5.1,25000,Zendikar
scout,0.7454838628551377,Ravnica,7.3,87000,Dominaria
overlord,0.14709452964685144,Aiur,5.1,39000,Zendikar
scout,0.38237418713363514,Korhal,6.7,65000,Zendikar
tank,0.4345816383798956,Korhal,6.7,33000,Zendikar
negator,0.9985712477075241,Kamigawa,3.4,27000,Dominaria
mecha,0.5441432288560172,Eos,8.5,96000,Mirrodin
zealot,0.7592059060330926,Ravnica,7.3,49000,Dominaria
dreadnought,0.9124898057029444,Kamigawa,3.4,35000,Dominaria
tank,0.3843983154692736,Kamigawa,3.4,90000,Dominaria
dreadnought,0.7537135804620231,Aiur,5.1,71000,Zendikar
zealot,0.6454310009601786,Korhal,6.7,63000,Zendikar
negator,0.25254722526618256,Gaia,6.7,31000,Mirrodin
battleship,0.7921158586258373,Gaia,6.7,70000,Mirrodin
negator,0.18891747495150724,Aiur,5.1,78000,Zendikar
battleship,0.8414143012523307,Gaia,6.7,46000,Mirrodin
negator,0.11786141585299681,Kamigawa,3.4,39000,Dominaria
zealot,0.675037851311954,Ravnica,7.3,52000,Dominaria
drone,0.752228025865051,Eos,8.5,73000,Mirrodin
tank,0.4249816681334678,Gaia,6.7,21000,Mirrodin
dreadnought,0.43112326090302067,Eos,8.5,16000,Mirrodin
overlord,0.7323661429294122,Aiur,5.1,39000,Zendikar
overlord,0.009215515525909601,Gaia,6.7,97000,Mirrodin
scout,0.645417022703621,Kamigawa,3.4,81000,Dominaria
battleship,0.3674318734759783,Kamigawa,3.4,39000,Dominaria
zealot,0.863628180522891,Ravnica,7.3,58000,Dominaria
battleship,0.6899964322377263,Gaia,6.7,90000,Mirrodin
negator,0.6060193123328217,Aiur,5.1,5000,Zendikar
overlord,0.04809616486452961,Korhal,6.7,16000,Zendikar
scout,0.15357162323581453,Aiur,5.1,65000,Zendikar
zealot,0.2663686087714152,Korhal,6.7,94000,Zendikar
battleship,0.46777536068762804,Aiur,5.1,15000,Zendikar
scout,0.1286648444072792,Kamigawa,3.4,13000,Dominaria
scout,0.20898652056937028,Kamigawa,3.4,72000,Dominaria
mecha,0.8230454491782877,Eos,8.5,49000,Mirrodin
mecha,0.8797726968448866,Aiur,5.1,60000,Zendikar
battleship,0.4110450707067712,Ravnica,7.3,54000,Dominaria
drone,0.014194235371331687,Eos,8.5,79000,Mirrodin
mecha,0.1950766640723708,Korhal,6.7,56000,Zendikar
overlord,0.7129609990005067,Gaia,6.7,55000,Mirrodin
mecha,0.6329339230911699,Eos,8.5,48000,Mirrodin
negator,0.39422211680578767,Gaia,6.7,62000,Mirrodin
tank,0.6790838949891227,Ravnica,7.3,91000,Dominaria
scout,0.6349356114949015,Kamigawa,3.4,91000,Dominaria
drone,0.6375921285110238,Gaia,6.7,32000,Mirrodin
tank,0.5991327728255376,Eos,8.5,96000,Mirrodin
overlord,0.37368554535786147,Kamigawa,3.4,14000,Dominaria
mecha,0.43809812073118815,Korhal,6.7,96000,Zendikar
overlord,0.7151945019722913,Ravnica,7.3,37000,Dominaria
dreadnought,0.7594391175743666,Eos,8.5,60000,Mirrodin
dreadnought,0.7732441091112119,Ravnica,7.3,13000,Dominaria
drone,0.27532570427493075,Eos,8.5,97000,Mirrodin
drone,0.2094529856980103,Gaia,6.7,69000,Mirrodin
overlord,0.3260566980320062,Korhal,6.7,46000,Zendikar
battleship,0.1146099757682767,Ravnica,7.3,69000,Dominaria
negator,0.8121696810655491,Aiur,5.1,67000,Zendikar
dreadnought,0.886716706325983,Ravnica,7.3,88000,Dominaria
dreadnought,0.7508631766866326,Korhal,6.7,40000,Zendikar
drone,0.36147144356081595,Gaia,6.7,75000,Mirrodin
dreadnought,0.9075253175742212,Aiur,5.1,9000,Zendikar
battleship,0.9069921574460931,Korhal,6.7,31000,Zendikar
tank,0.8653665118970748,Kamigawa,3.4,38000,Dominaria
negator,0.10872194966292348,Aiur,5.1,12000,Zendikar
mecha,0.6518139688861672,Aiur,5.1,20000,Zendikar
scout,0.062262712968171985,Gaia,6.7,22000,Mirrodin
drone,0.885215939147659,Gaia,6.7,16000,Mirrodin
negator,0.559095274538761,Kamigawa,3.4,50000,Dominaria
overlord,0.9576356851736937,Korhal,6.7,68000,Zendikar
negator,0.03877784680783325,Aiur,5.1,74000,Zendikar
mecha,0.17144776567957976,Aiur,5.1,7000,Zendikar
mecha,0.1773983426543846,Aiur,5.1,56000,Zendikar
drone,0.11539286065806043,Gaia,6.7,78000,Mirrodin
tank,0.42298585435845104,Ravnica,7.3,57000,Dominaria
overlord,0.736582416445252,Kamigawa,3.4,89000,Dominaria
tank,0.06868840468252524,Gaia,6.7,68000,Mirrodin
dreadnought,0.8128865711173289,Ravnica,7.3,96000,Dominaria
dreadnought,0.3163266532701493,Gaia,6.7,72000,Mirrodin
mecha,0.511677190845047,Gaia,6.7,43000,Mirrodin
tank,0.4571986508981829,Aiur,5.1,7000,Zendikar
zealot,0.5936115892695815,Kamigawa,3.4,60000,Dominaria
tank,0.15352877715303537,Aiur,5.1,71000,Zendikar
overlord,0.8861371033251643,Aiur,5.1,37000,Zendikar
mecha,0.6231404393952285,Eos,8.5,88000,Mirrodin
mecha,0.6711066111218035,Kamigawa,3.4,25000,Dominaria
mecha,0.07584148647903766,Gaia,6.7,28000,Mirrodin
negator,0.5060838752703842,Gaia,6.7,73000,Mirrodin
mecha,0.4050893788088652,Korhal,6.7,42000,Zendikar
battleship,0.31433321363604316,Gaia,6.7,17000,Mirrodin
scout,0.18986311200745254,Gaia,6.7,83000,Mirrodin
zealot,0.2533829153164401,Gaia,6.7,19000,Mirrodin
scout,0.3455495673676938,Kamigawa,3.4,30000,Dominaria
tank,0.5483055012916888,Ravnica,7.3,85000,Dominaria
scout,0.9837269254951042,Gaia,6.7,63000,Mirrodin
mecha,0.5004716701493068,Ravnica,7.3,91000,Dominaria
scout,0.16679287925248043,Eos,8.5,69000,Mirrodin
negator,0.460677155001199,Korhal,6.7,63000,Zendikar
zealot,0.968013660205663,Gaia,6.7,47000,Mirrodin
drone,0.4791443100253344,Gaia,6.7,93000,Mirrodin
dreadnought,0.40817371928256296,Gaia,6.7,71000,Mirrodin
mecha,0.8935591718634837,Korhal,6.7,64000,Zendikar
zealot,0.49940420779741024,Eos,8.5,53000,Mirrodin
battleship,0.432548582376556,Gaia,6.7,27000,Mirrodin
mecha,0.11633896340982697,Kamigawa,3.4,60000,Dominaria
drone,0.12105683338643569,Ravnica,7.3,22000,Dominaria
scout,0.7846492537785551,Gaia,6.7,27000,Mirrodin
overlord,0.45550164787711955,Gaia,6.7,92000,Mirrodin
tank,0.5583212505718516,Kamigawa,3.4,18000,Dominaria
tank,0.42744639678598495,Aiur,5.1,4000,Zendikar
mecha,0.3161187510001825,Eos,8.5,57000,Mirrodin
overlord,0.7394144067719927,Eos,8.5,64000,Mirrodin
negator,0.8910640386632567,Korhal,6.7,53000,Zendikar
overlord,0.46903054832960156,Gaia,6.7,55000,Mirrodin
drone,0.7367601632013517,Aiur,5.1,13000,Zendikar
tank,0.7822512068796589,Gaia,6.7,18000,Mirrodin
scout,0.7939014128747633,Ravnica,7.3,32000,Dominaria
mecha,0.7214557054789092,Ravnica,7.3,88000,Dominaria
tank,0.8347587791877553,Gaia,6.7,77000,Mirrodin
drone,0.2330150121494079,Ravnica,7.3,95000,Dominaria
dreadnought,0.9116530154758204,Ravnica,7.3,67000,Dominaria
tank,0.35427278985606403,Kamigawa,3.4,27000,Dominaria
battleship,0.3886540721091136,Kamigawa,3.4,6000,Dominaria
battleship,0.87114647014554,Ravnica,7.3,79000,Dominaria
drone,0.9069239260897018,Aiur,5.1,47000,Zendikar
zealot,0.6863629190630847,Ravnica,7.3,22000,Dominaria
battleship,0.5943421317842104,Aiur,5.1,44000,Zendikar
negator,0.1431099961874417,Aiur,5.1,81000,Zendikar
tank,0.8589962127706459,Eos,8.5,27000,Mirrodin
scout,0.3490503234399419,Eos,8.5,92000,Mirrodin
drone,0.21601780260919012,Aiur,5.1,96000,Zendikar
zealot,0.4856750788544094,Ravnica,7.3,17000,Dominaria
scout,0.6248113391013274,Korhal,6.7,38000,Zendikar
battleship,0.33033739406534735,Gaia,6.7,31000,Mirrodin
scout,0.3541153323252728,Eos,8.5,41000,Mirrodin
overlord,0.13750007242512352,Aiur,5.1,3000,Zendikar
mecha,0.665012469649909,Aiur,5.1,4000,Zendikar
dreadnought,0.29625629287924016,Eos,8.5,22000,Mirrodin
scout,0.39485874611044103,Aiur,5.1,58000,Zendikar
overlord,0.5082910323962164,Gaia,6.7,86000,Mirrodin
mecha,0.23713310280245237,Ravnica,7.3,57000,Dominaria
negator,0.591604221392173,Ravnica,7.3,19000,Dominaria
battleship,0.9743726091891136,Eos,8.5,51000,Mirrodin
drone,0.2941566663050508,Eos,8.5,48000,Mirrodin
dreadnought,0.04910139209675468,Gaia,6.7,14000,Mirrodin
negator,0.30335281044423623,Ravnica,7.3,67000,Dominaria
overlord,0.4462244012317649,Korhal,6.7,94000,Zendikar
dreadnought,0.2428774823303883,Gaia,6.7,16000,Mirrodin
dreadnought,0.39509330533317844,Gaia,6.7,60000,Mirrodin
drone,0.06302315881827247,Eos,8.5,70000,Mirrodin
mecha,0.45640039227832163,Korhal,6.7,70000,Zendikar
zealot,0.4828221228212053,Korhal,6.7,24000,Zendikar
dreadnought,0.13615902378221534,Kamigawa,3.4,20000,Dominaria
overlord,0.18934384085932054,Kamigawa,3.4,45000,Dominaria
drone,0.26454421584247034,Ravnica,7.3,33000,Dominaria
overlord,0.4494330675143574,Aiur,5.1,18000,Zendikar
zealot,0.5615688114034707,Eos,8.5,93000,Mirrodin
overlord,0.9543580241528183,Ravnica,7.3,84000,Dominaria
tank,0.39230830356083823,Eos,8.5,9000,Mirrodin
dreadnought,0.5952695653994176,Gaia,6.7,74000,Mirrodin
negator,0.8884405950277531,Aiur,5.1,18000,Zendikar
battleship,0.8314308921962664,Gaia,6.7,12000,Mirrodin
scout,0.7532215816614241,Gaia,6.7,89000,Mirrodin
zealot,0.3336628130772885,Aiur,5.1,97000,Zendikar
mecha,0.12404350433961364,Aiur,5.1,33000,Zendikar
dreadnought,0.9195387105688758,Gaia,6.7,34000,Mirrodin
negator,0.00044612778200536773,Aiur,5.1,94000,Zendikar
mecha,0.16355015575748388,Aiur,5.1,54000,Zendikar
zealot,0.94083353518695,Korhal,6.7,87000,Zendikar
battleship,0.48050158450448865,Ravnica,7.3,33000,Dominaria
mecha,0.32128294808929736,Ravnica,7.3,89000,Dominaria
scout,0.6738789245771046,Aiur,5.1,20000,Zendikar
battleship,0.6993784795156011,Ravnica,7.3,70000,Dominaria
negator,0.3829508831030972,Kamigawa,3.4,39000,Dominaria
negator,0.6022422026665183,Ravnica,7.3,42000,Dominaria
negator,0.16152691469903346,Eos,8.5,62000,Mirrodin
scout,0.10736454091619763,Korhal,6.7,3000,Zendikar
negator,0.7289555288995947,Kamigawa,3.4,34000,Dominaria
tank,0.6758809342342412,Aiur,5.1,27000,Zendikar
drone,0.6299832412078776,Korhal,6.7,76000,Zendikar
overlord,0.17694911096981547,Kamigawa,3.4,71000,Dominaria
battleship,0.6009609395637129,Ravnica,7.3,57000,Dominaria
drone,0.902462952931371,Ravnica,7.3,87000,Dominaria
zealot,0.12691098949419066,Ravnica,7.3,77000,Dominaria
mecha,0.10633929026989775,Eos,8.5,79000,Mirrodin
dreadnought,0.03917590921534286,Eos,8.5,89000,Mirrodin
tank,0.6138936329693858,Kamigawa,3.4,65000,Dominaria
scout,0.27187682034815697,Eos,8.5,68000,Mirrodin
zealot,0.09556096720715057,Eos,8.5,65000,Mirrodin
dreadnought,0.6017190298168095,Kamigawa,3.4,90000,Dominaria
zealot,0.20651735235737767,Gaia,6.7,91000,Mirrodin
overlord,0.28957756125760226,Aiur,5.1,7000,Zendikar
tank,0.17706569711733144,Gaia,6.7,22000,Mirrodin
scout,0.48535165514046275,Eos,8.5,12000,Mirrodin
tank,0.9286163120760618,Gaia,6.7,97000,Mirrodin
negator,0.7821902942467153,Aiur,5.1,80000,Zendikar
mecha,0.6906572937794058,Kamigawa,3.4,24000,Dominaria
mecha,0.8903676671112555,Aiur,5.1,55000,Zendikar
mecha,0.8917952825544098,Ravnica,7.3,44000,Dominaria
zealot,0.2058698309640531,Aiur,5.1,89000,Zendikar
dreadnought,0.3923046180059031,Eos,8.5,87000,Mirrodin
dreadnought,0.5650000359971433,Eos,8.5,35000,Mirrodin
scout,0.7145548019921169,Eos,8.5,94000,Mirrodin
tank,0.8097184086055641,Ravnica,7.3,94000,Dominaria
scout,0.6052818693212493,Ravnica,7.3,82000,Dominaria
overlord,0.053547897349946694,Korhal,6.7,81000,Zendikar
tank,0.33102914424694185,Eos,8.5,89000,Mirrodin
drone,0.2976850597241012,Aiur,5.1,36000,Zendikar
tank,0.03528548457714731,Ravnica,7.3,89000,Dominaria
mecha,0.9658155377335441,Korhal,6.7,5000,Zendikar
negator,0.7893655267881218,Eos,8.5,43000,Mirrodin
negator,0.07023997789157799,Aiur,5.1,59000,Zendikar
mecha,0.680865644309414,Aiur,5.1,62000,Zendikar
zealot,0.15144815446717863,Aiur,5.1,16000,Zendikar
scout,0.4924655423020361,Ravnica,7.3,33000,Dominaria
battleship,0.8133905328305644,Gaia,6.7,56000,Mirrodin
scout,0.6615872278440574,Gaia,6.7,34000,Mirrodin
negator,0.9859863446184942,Kamigawa,3.4,87000,Dominaria
tank,0.8152303043473621,Ravnica,7.3,49000,Dominaria
drone,0.6286163613074998,Korhal,6.7,38000,Zendikar
zealot,0.9362079703654675,Gaia,6.7,85000,Mirrodin
dreadnought,0.018711164264724522,Ravnica,7.3,62000,Dominaria
mecha,0.29422622869260096,Gaia,6.7,8000,Mirrodin
zealot,0.43730594248424237,Aiur,5.1,78000,Zendikar
drone,0.27850393269021123,Ravnica,7.3,50000,Dominaria
tank,0.011669115293787002,Kamigawa,3.4,30000,Dominaria
negator,0.32793054201043526,Gaia,6.7,97000,Mirrodin
negator,0.5521081493176097,Aiur,5.1,80000,Zendikar
negator,0.5392942397449123,Aiur,5.1,23000,Zendikar
drone,0.6953144977330231,Eos,8.5,96000,Mirrodin
zealot,0.7884591860551958,Ravnica,7.3,33000,Dominaria
negator,0.8909299954919174,Eos,8.5,65000,Mirrodin
scout,0.35430986429197997,Aiur,5.1,9000,Zendikar
scout,0.18899918309592423,Kamigawa,3.4,13000,Dominaria
scout,0.7314237671842829,Ravnica,7.3,90000,Dominaria
battleship,0.6680212323887301,Korhal,6.7,17000,Zendikar
zealot,0.8296012760449989,Gaia,6.7,1000,Mirrodin
negator,0.11780284639512706,Korhal,6.7,98000,Zendikar
scout,0.6418329075878764,Kamigawa,3.4,95000,Dominaria
mecha,0.6950825621247054,Gaia,6.7,70000,Mirrodin
battleship,0.9364939734063227,Kamigawa,3.4,14000,Dominaria
tank,0.9278171506676179,Gaia,6.7,29000,Mirrodin
tank,0.03933128684918141,Aiur,5.1,60000,Zendikar
tank,0.8914372003962869,Ravnica,7.3,10000,Dominaria
tank,0.30039866394193215,Aiur,5.1,85000,Zendikar
mecha,0.6478271799038846,Korhal,6.7,4000,Zendikar
negator,0.5633735034165723,Aiur,5.1,41000,Zendikar
tank,0.9955161876837578,Korhal,6.7,19000,Zendikar
dreadnought,0.5697243975933215,Aiur,5.1,75000,Zendikar
drone,0.8953885452074349,Kamigawa,3.4,7000,Dominaria
dreadnought,0.3947788822537186,Kamigawa,3.4,91000,Dominaria
scout,0.3503443223324093,Eos,8.5,14000,Mirrodin
drone,0.6876304196529714,Korhal,6.7,81000,Zendikar
negator,0.02344509772529757,Kamigawa,3.4,89000,Dominaria
drone,0.07583702053770736,Kamigawa,3.4,71000,Dominaria
mecha,0.11455295579370517,Aiur,5.1,74000,Zendikar
tank,0.6457168830647212,Eos,8.5,46000,Mirrodin
overlord,0.40872887660624013,Korhal,6.7,2000,Zendikar
negator,0.5248538678774151,Gaia,6.7,56000,Mirrodin
battleship,0.7027635581233288,Eos,8.5,32000,Mirrodin
scout,0.578838292159766,Kamigawa,3.4,10000,Dominaria
zealot,0.6797859418677605,Korhal,6.7,70000,Zendikar
battleship,0.4842193296170253,Kamigawa,3.4,88000,Dominaria
tank,0.02315289032524781,Ravnica,7.3,25000,Dominaria
battleship,0.30681819905926566,Gaia,6.7,18000,Mirrodin
scout,0.5454787117569825,Korhal,6.7,66000,Zendikar
dreadnought,0.16852637889636501,Gaia,6.7,96000,Mirrodin
dreadnought,0.8142164038674156,Aiur,5.1,27000,Zendikar
battleship,0.7381556292493938,Korhal,6.7,87000,Zendikar
dreadnought,0.6833046028147394,Ravnica,7.3,34000,Dominaria
negator,0.5256962051757618,Gaia,6.7,97000,Mirrodin
zealot,0.9185137537060999,Ravnica,7.3,48000,Dominaria
tank,0.17610991913670726,Ravnica,7.3,29000,Dominaria
negator,0.14014103853952986,Korhal,6.7,9000,Zendikar
overlord,0.29036577934396146,Ravnica,7.3,46000,Dominaria
mecha,0.9536337977262759,Gaia,6.7,44000,Mirrodin
dreadnought,0.22581829734857284,Gaia,6.7,25000,Mirrodin
scout,0.0929930041946524,Gaia,6.7,57000,Mirrodin
negator,0.22600161554729958,Ravnica,7.3,17000,Dominaria
overlord,0.585090401195247,Kamigawa,3.4,49000,Dominaria
dreadnought,0.7428522377816776,Eos,8.5,76000,Mirrodin
battleship,0.47137655653741506,Aiur,5.1,21000,Zendikar
overlord,0.9735072383201757,Ravnica,7.3,34000,Dominaria
zealot,0.009738224528882511,Ravnica,7.3,27000,Dominaria
mecha,0.9299214410575407,Kamigawa,3.4,9000,Dominaria
negator,0.08317105529269175,Aiur,5.1,22000,Zendikar
zealot,0.7793642202171438,Kamigawa,3.4,33000,Dominaria
zealot,0.5350300323426744,Gaia,6.7,13000,Mirrodin
overlord,0.0547670578666275,Korhal,6.7,39000,Zendikar
mecha,0.5374227580621949,Ravnica,7.3,73000,Dominaria
mecha,0.7592103560267404,Eos,8.5,60000,Mirrodin
zealot,0.9237572062214905,Gaia,6.7,35000,Mirrodin
zealot,0.4243108908708544,Ravnica,7.3,15000,Dominaria
drone,0.34543015529628107,Ravnica,7.3,21000,Dominaria
battleship,0.42209556579591645,Gaia,6.7,86000,Mirrodin
negator,0.711424016656468,Eos,8.5,4000,Mirrodin
zealot,0.0898294277303282,Aiur,5.1,19000,Zendikar
overlord,0.03959660105260088,Eos,8.5,94000,Mirrodin
battleship,0.016158709358499057,Ravnica,7.3,93000,Dominaria
zealot,0.6922787090803709,Aiur,5.1,29000,Zendikar
negator,0.10358792795716243,Eos,8.5,62000,Mirrodin
mecha,0.03401484954529954,Korhal,6.7,87000,Zendikar
zealot,0.40665302598893016,Aiur,5.1,91000,Zendikar
mecha,0.08076700510068635,Aiur,5.1,98000,Zendikar
dreadnought,0.23271130597117284,Aiur,5.1,5000,Zendikar
mecha,0.7974435526764423,Ravnica,7.3,79000,Dominaria
dreadnought,0.664174917167955,Aiur,5.1,8000,Zendikar
dreadnought,0.692967610129275,Gaia,6.7,30000,Mirrodin
overlord,0.7587133461042238,Gaia,6.7,50000,Mirrodin
negator,0.9562542962780649,Aiur,5.1,74000,Zendikar
dreadnought,0.9515464434967585,Aiur,5.1,6000,Zendikar
battleship,0.5568383942998919,Kamigawa,3.4,81000,Dominaria
dreadnought,0.9695081357641582,Ravnica,7.3,30000,Dominaria
battleship,0.08603527553506574,Korhal,6.7,2000,Zendikar
scout,0.3363633755877683,Eos,8.5,42000,Mirrodin
drone,0.6295293462919207,Eos,8.5,71000,Mirrodin
scout,0.23904126803741965,Eos,8.5,19000,Mirrodin
dreadnought,0.32523377729500613,Gaia,6.7,40000,Mirrodin
dreadnought,0.489974395787133,Kamigawa,3.4,75000,Dominaria
mecha,0.9826604804405406,Eos,8.5,5000,Mirrodin
battleship,0.3502869644229156,Gaia,6.7,7000,Mirrodin
zealot,0.7639455560829664,Gaia,6.7,54000,Mirrodin
dreadnought,0.08514634278125066,Kamigawa,3.4,46000,Dominaria
tank,0.6634237693380194,Kamigawa,3.4,3000,Dominaria
tank,0.7840544069652735,Kamigawa,3.4,19000,Dominaria
dreadnought,0.286922470420812,Kamigawa,3.4,8000,Dominaria
battleship,0.7485962144036319,Kamigawa,3.4,92000,Dominaria
drone,0.7944181375606715,Ravnica,7.3,26000,Dominaria
mecha,0.3997851776692187,Korhal,6.7,94000,Zendikar
drone,0.42148111483769446,Kamigawa,3.4,96000,Dominaria
drone,0.6997499887273739,Gaia,6.7,4000,Mirrodin
scout,0.37728936550938885,Gaia,6.7,36000,Mirrodin
zealot,0.36645892675663727,Korhal,6.7,17000,Zendikar
dreadnought,0.4135370957223786,Ravnica,7.3,49000,Dominaria
tank,0.07596274814160364,Kamigawa,3.4,10000,Dominaria
zealot,0.5851490941648866,Aiur,5.1,35000,Zendikar
battleship,0.9575069070807073,Korhal,6.7,42000,Zendikar
tank,0.786006109357402,Gaia,6.7,91000,Mirrodin
overlord,0.9625289824490221,Eos,8.5,43000,Mirrodin
zealot,0.4638670994019868,Aiur,5.1,86000,Zendikar
scout,0.27303980390616456,Aiur,5.1,25000,Zendikar
negator,0.35102814169536123,Ravnica,7.3,50000,Dominaria
drone,0.03249747629354327,Kamigawa,3.4,69000,Dominaria
overlord,0.9989311076611469,Gaia,6.7,65000,Mirrodin
negator,0.7398214743234098,Eos,8.5,12000,Mirrodin
overlord,0.8835553863977897,Gaia,6.7,61000,Mirrodin
scout,0.44531223690016897,Kamigawa,3.4,59000,Dominaria
negator,0.3285543812061881,Kamigawa,3.4,84000,Dominaria
negator,0.34205708506197663,Korhal,6.7,37000,Zendikar
battleship,0.3490848719099495,Gaia,6.7,85000,Mirrodin
mecha,0.19232093854333565,Gaia,6.7,26000,Mirrodin
battleship,0.10785081527873741,Gaia,6.7,9000,Mirrodin
overlord,0.18027226122068307,Aiur,5.1,83000,Zendikar
overlord,0.537148987102971,Aiur,5.1,54000,Zendikar
scout,0.5693939716881115,Aiur,5.1,15000,Zendikar
battleship,0.8219214486214916,Eos,8.5,9000,Mirrodin
mecha,0.04917304463180738,Ravnica,7.3,61000,Dominaria
negator,0.09575639286738069,Eos,8.5,5000,Mirrodin
zealot,0.3239288792299375,Kamigawa,3.4,49000,Dominaria
overlord,0.3564204561926535,Kamigawa,3.4,38000,Dominaria
dreadnought,0.4587989834210541,Kamigawa,3.4,83000,Dominaria
scout,0.4133965040288431,Korhal,6.7,71000,Zendikar
negator,0.08718239660460203,Korhal,6.7,72000,Zendikar
tank,0.9874720572442017,Gaia,6.7,77000,Mirrodin
overlord,0.6094205983846562,Gaia,6.7,30000,Mirrodin
negator,0.44831683369703523,Ravnica,7.3,1000,Dominaria
negator,0.6086276378728877,Korhal,6.7,84000,Zendikar
battleship,0.6097774947544565,Kamigawa,3.4,64000,Dominaria
tank,0.237466163869121,Gaia,6.7,80000,Mirrodin
dreadnought,0.5282964191526129,Gaia,6.7,47000,Mirrodin
battleship,0.6899155153296681,Korhal,6.7,46000,Zendikar
overlord,0.5413990104565286,Kamigawa,3.4,24000,Dominaria
negator,0.8944172503803806,Gaia,6.7,3000,Mirrodin
zealot,0.3698477025225647,Kamigawa,3.4,28000,Dominaria
overlord,0.20041210899424944,Eos,8.5,2000,Mirrodin
zealot,0.9624481924522215,Eos,8.5,14000,Mirrodin
tank,0.7498914222443925,Aiur,5.1,35000,Zendikar
zealot,0.037076552466518975,Kamigawa,3.4,79000,Dominaria
scout,0.2583473209878161,Eos,8.5,81000,Mirrodin
tank,0.07603169694253775,Gaia,6.7,5000,Mirrodin
drone,0.8911561963609865,Kamigawa,3.4,31000,Dominaria
mecha,0.39614567975744697,Aiur,5.1,25000,Zendikar
scout,0.6900564966653372,Korhal,6.7,97000,Zendikar
