cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID
yes,monthly,11,6,328,engineering manager,no,4899
yes,monthly,52,10,237,marketer,no,4900
no,annual,24,17,1122,product manager,yes,4901
no,monthly,15,0,743,engineering manager,yes,4902
no,monthly,95,9,782,product manager,yes,4903
no,monthly,45,12,679,engineering manager,no,4904
yes,annual,91,10,824,marketer,no,4905
no,annual,63,18,705,developer,yes,4906
yes,annual,70,2,423,developer,no,4907
no,monthly,141,14,112,product manager,no,4908
no,monthly,75,9,118,engineering manager,no,4909
no,monthly,68,20,930,engineering manager,yes,4910
no,monthly,32,20,891,engineering manager,no,4911
no,annual,11,17,103,product manager,yes,4912
yes,monthly,8,10,879,sales,no,4913
yes,annual,81,7,805,developer,yes,4914
no,monthly,62,16,479,product manager,no,4915
no,monthly,122,19,255,product manager,yes,4916
no,monthly,129,0,214,developer,no,4917
yes,monthly,37,12,995,marketer,no,4918
yes,monthly,25,3,238,designer,no,4919
no,monthly,6,9,367,product manager,no,4920
yes,monthly,94,8,231,sales,yes,4921
yes,monthly,58,2,86,developer,yes,4922
no,monthly,21,15,1032,product manager,no,4923
no,annual,105,3,338,engineering manager,yes,4924
no,monthly,132,18,132,engineering manager,no,4925
yes,monthly,35,2,443,sales,no,4926
no,monthly,10,9,700,developer,no,4927
yes,monthly,67,12,1079,sales,no,4928
yes,monthly,19,9,140,designer,no,4929
no,monthly,54,11,1117,developer,no,4930
yes,annual,40,0,354,engineering manager,no,4931
no,monthly,99,20,378,engineering manager,no,4932
yes,monthly,7,5,1090,designer,no,4933
yes,annual,55,7,717,engineering manager,yes,4934
no,monthly,74,1,727,engineering manager,yes,4935
yes,annual,99,5,817,developer,no,4936
no,monthly,1,11,716,developer,no,4937
yes,monthly,93,7,444,developer,no,4938
yes,monthly,78,11,559,product manager,no,4939
yes,monthly,51,5,1187,marketer,no,4940
no,monthly,148,18,728,developer,yes,4941
no,monthly,23,13,1196,developer,no,4942
yes,monthly,5,1,73,developer,yes,4943
no,monthly,121,8,1026,engineering manager,yes,4944
no,monthly,125,8,578,engineering manager,no,4945
no,monthly,131,6,1133,product manager,no,4946
no,annual,55,13,1120,developer,yes,4947
yes,monthly,18,12,226,engineering manager,no,4948
no,monthly,23,9,167,product manager,no,4949
yes,annual,11,11,232,product manager,no,4950
no,monthly,113,4,510,product manager,no,4951
no,annual,93,14,1169,developer,no,4952
no,monthly,91,7,920,developer,yes,4953
no,monthly,57,8,323,product manager,no,4954
no,annual,138,4,772,developer,yes,4955
no,annual,61,11,792,product manager,no,4956
no,monthly,18,1,870,product manager,no,4957
no,monthly,93,14,452,product manager,yes,4958
no,monthly,94,17,313,developer,yes,4959
no,monthly,102,14,606,developer,yes,4960
no,monthly,2,20,524,engineering manager,no,4961
yes,annual,56,5,390,sales,no,4962
no,monthly,8,9,357,developer,no,4963
no,monthly,24,9,586,engineering manager,yes,4964
yes,monthly,21,12,915,designer,yes,4965
no,monthly,45,15,822,developer,yes,4966
yes,monthly,16,6,126,product manager,yes,4967
no,monthly,118,18,474,engineering manager,yes,4968
no,monthly,124,18,597,developer,no,4969
yes,monthly,81,1,380,sales,yes,4970
no,monthly,140,10,286,developer,no,4971
no,annual,117,10,897,developer,yes,4972
yes,monthly,35,11,1146,sales,no,4973
no,monthly,105,0,815,product manager,no,4974
no,annual,32,9,247,product manager,yes,4975
no,monthly,52,2,697,developer,no,4976
yes,monthly,5,3,947,engineering manager,yes,4977
no,monthly,42,10,1020,developer,yes,4978
yes,monthly,67,11,644,designer,no,4979
no,monthly,4,20,390,developer,yes,4980
yes,annual,47,2,1193,designer,yes,4981
yes,annual,4,8,115,sales,yes,4982
no,monthly,34,20,84,product manager,yes,4983
no,monthly,109,12,657,developer,yes,4984
no,monthly,102,10,194,developer,no,4985
no,annual,49,6,596,engineering manager,no,4986
no,monthly,20,3,353,developer,yes,4987
yes,monthly,95,9,327,sales,yes,4988
yes,monthly,92,12,13,marketer,yes,4989
yes,monthly,51,9,76,engineering manager,no,4990
no,annual,66,12,263,product manager,no,4991
yes,monthly,77,8,972,developer,no,4992
yes,monthly,66,7,1129,marketer,no,4993
no,annual,28,10,869,product manager,yes,4994
no,monthly,145,18,574,developer,no,4995
yes,monthly,41,0,437,marketer,yes,4996
yes,monthly,54,2,412,sales,no,4997
no,monthly,88,2,983,engineering manager,no,4998
yes,annual,76,10,1078,sales,no,4999
no,monthly,98,14,612,product manager,yes,5000
no,annual,33,18,761,developer,no,5001
yes,annual,53,5,1117,developer,no,5002
no,annual,6,19,1056,developer,no,5003
yes,monthly,7,10,307,product manager,no,5004
no,annual,40,4,204,engineering manager,no,5005
yes,monthly,86,2,558,developer,no,5006
no,monthly,13,5,739,product manager,no,5007
yes,monthly,55,3,515,engineering manager,no,5008
no,monthly,16,0,210,engineering manager,no,5009
no,monthly,125,12,721,developer,yes,5010
no,monthly,91,19,463,developer,no,5011
no,annual,95,8,1014,engineering manager,yes,5012
no,monthly,78,10,865,developer,no,5013
yes,monthly,32,1,670,designer,no,5014
no,annual,69,2,1171,product manager,yes,5015
no,monthly,117,17,574,developer,yes,5016
yes,monthly,25,4,584,developer,no,5017
no,monthly,19,12,703,engineering manager,yes,5018
no,monthly,7,16,452,product manager,no,5019
no,monthly,130,19,112,engineering manager,yes,5020
yes,annual,17,9,928,developer,no,5021
no,monthly,87,8,504,developer,yes,5022
yes,monthly,76,5,626,developer,no,5023
no,annual,143,15,848,product manager,no,5024
no,monthly,21,14,155,product manager,no,5025
no,monthly,32,11,639,developer,no,5026
yes,monthly,3,6,231,engineering manager,no,5027
no,monthly,52,2,279,product manager,no,5028
yes,monthly,61,8,260,designer,yes,5029
no,monthly,89,7,1066,engineering manager,no,5030
no,monthly,26,8,54,engineering manager,yes,5031
no,annual,8,14,59,developer,no,5032
yes,monthly,24,11,218,marketer,yes,5033
no,annual,90,1,11,engineering manager,yes,5034
no,annual,78,12,106,product manager,yes,5035
yes,annual,22,3,723,engineering manager,no,5036
no,annual,17,20,387,product manager,no,5037
no,annual,24,7,288,engineering manager,no,5038
no,monthly,94,9,768,developer,yes,5039
yes,monthly,87,8,845,engineering manager,no,5040
no,monthly,12,4,266,developer,yes,5041
yes,monthly,46,10,816,developer,yes,5042
yes,monthly,28,5,684,sales,no,5043
no,monthly,98,9,1176,product manager,no,5044
yes,monthly,22,0,726,sales,no,5045
no,monthly,61,18,515,developer,no,5046
no,annual,84,20,109,engineering manager,yes,5047
yes,monthly,8,6,109,engineering manager,yes,5048
yes,monthly,29,0,924,sales,yes,5049
no,monthly,29,6,366,product manager,no,5050
no,monthly,88,2,22,engineering manager,yes,5051
no,annual,19,4,658,product manager,no,5052
no,monthly,121,5,363,engineering manager,no,5053
yes,monthly,54,8,987,engineering manager,no,5054
yes,annual,15,8,1007,engineering manager,yes,5055
yes,annual,67,6,1008,developer,no,5056
no,monthly,110,0,624,engineering manager,no,5057
no,annual,68,9,669,product manager,no,5058
no,monthly,26,20,1077,product manager,yes,5059
no,annual,112,1,557,engineering manager,no,5060
no,monthly,41,14,183,product manager,yes,5061
yes,annual,99,4,1160,developer,yes,5062
yes,annual,56,4,349,designer,no,5063
no,monthly,40,4,197,developer,no,5064
yes,monthly,69,2,1045,sales,no,5065
yes,monthly,34,9,524,product manager,no,5066
no,monthly,90,9,1159,developer,yes,5067
yes,monthly,50,2,820,engineering manager,yes,5068
yes,monthly,99,6,954,marketer,yes,5069
yes,monthly,39,0,805,sales,yes,5070
no,annual,55,7,241,developer,yes,5071
no,annual,87,9,1183,engineering manager,no,5072
no,monthly,118,7,556,engineering manager,no,5073
yes,monthly,91,6,699,engineering manager,no,5074
no,monthly,78,2,18,engineering manager,no,5075
no,monthly,114,15,627,product manager,yes,5076
no,annual,15,7,440,developer,no,5077
no,monthly,137,7,1008,developer,no,5078
no,annual,128,9,805,developer,no,5079
no,annual,117,4,367,product manager,yes,5080
no,monthly,112,2,256,engineering manager,no,5081
no,annual,120,6,970,product manager,no,5082
no,monthly,73,13,1078,developer,no,5083
no,monthly,120,10,1073,product manager,no,5084
no,monthly,99,4,230,engineering manager,yes,5085
no,annual,78,0,736,developer,yes,5086
yes,monthly,76,11,426,product manager,no,5087
no,monthly,122,14,458,developer,yes,5088
no,monthly,136,5,1039,engineering manager,yes,5089
no,monthly,110,12,275,engineering manager,no,5090
yes,monthly,10,8,88,sales,no,5091
no,monthly,110,3,810,developer,no,5092
no,monthly,60,17,240,developer,no,5093
no,monthly,98,13,939,product manager,yes,5094
yes,monthly,2,4,277,developer,yes,5095
yes,monthly,9,8,187,engineering manager,yes,5096
yes,monthly,91,2,847,designer,yes,5097
no,annual,106,18,516,developer,no,5098
no,monthly,96,16,455,product manager,no,5099
no,monthly,19,1,1027,product manager,no,5100
no,monthly,147,2,750,product manager,no,5101
no,monthly,28,13,731,engineering manager,yes,5102
no,annual,105,14,392,engineering manager,no,5103
no,monthly,140,18,576,product manager,no,5104
no,monthly,124,6,70,product manager,yes,5105
no,monthly,60,14,403,engineering manager,no,5106
no,monthly,90,5,627,product manager,yes,5107
no,monthly,71,16,1013,engineering manager,no,5108
no,monthly,126,3,415,developer,yes,5109
no,monthly,146,6,68,engineering manager,no,5110
no,monthly,12,20,215,developer,no,5111
yes,monthly,20,3,24,marketer,no,5112
yes,monthly,11,10,1139,developer,no,5113
yes,monthly,21,11,952,product manager,no,5114
no,annual,17,10,562,engineering manager,no,5115
no,monthly,34,7,348,developer,yes,5116
yes,annual,84,2,1144,engineering manager,no,5117
yes,monthly,21,6,636,engineering manager,no,5118
yes,monthly,47,2,177,product manager,no,5119
no,annual,111,4,1170,product manager,yes,5120
no,monthly,98,9,1076,product manager,no,5121
no,annual,107,2,1101,engineering manager,no,5122
no,monthly,85,7,321,engineering manager,yes,5123
no,annual,12,4,887,product manager,no,5124
no,annual,2,17,1036,engineering manager,no,5125
yes,monthly,29,8,782,designer,no,5126
no,monthly,46,7,435,product manager,no,5127
yes,monthly,33,4,210,marketer,no,5128
yes,monthly,17,1,27,designer,yes,5129
yes,annual,44,10,178,product manager,no,5130
no,monthly,15,5,1036,product manager,no,5131
no,annual,14,4,1139,developer,no,5132
yes,monthly,92,11,648,developer,no,5133
no,annual,47,12,33,product manager,yes,5134
yes,monthly,29,9,485,designer,no,5135
no,monthly,121,0,540,engineering manager,yes,5136
no,monthly,127,2,554,product manager,no,5137
no,monthly,10,12,181,developer,no,5138
yes,monthly,94,9,275,marketer,yes,5139
yes,monthly,41,2,671,product manager,yes,5140
no,annual,59,5,748,product manager,yes,5141
yes,monthly,12,6,1124,designer,yes,5142
no,annual,101,14,323,developer,no,5143
yes,monthly,55,11,1149,engineering manager,no,5144
no,annual,4,20,1050,engineering manager,no,5145
yes,annual,25,4,748,designer,no,5146
no,annual,37,4,953,developer,no,5147
no,monthly,131,4,219,product manager,yes,5148
no,annual,16,7,641,developer,no,5149
no,annual,48,2,888,engineering manager,no,5150
no,monthly,68,1,535,engineering manager,yes,5151
no,monthly,138,0,269,developer,no,5152
yes,monthly,22,1,1003,developer,yes,5153
yes,annual,62,4,398,sales,yes,5154
no,monthly,31,15,554,product manager,yes,5155
no,monthly,74,8,143,developer,yes,5156
no,monthly,140,1,462,developer,no,5157
no,monthly,45,15,1041,engineering manager,no,5158
no,monthly,2,1,306,developer,yes,5159
no,annual,130,3,583,engineering manager,no,5160
yes,monthly,14,2,907,engineering manager,yes,5161
no,monthly,65,17,938,engineering manager,no,5162
no,monthly,82,19,675,product manager,no,5163
no,monthly,82,13,866,product manager,yes,5164
no,monthly,110,1,999,product manager,no,5165
no,monthly,119,8,1032,developer,yes,5166
no,monthly,57,5,358,developer,no,5167
no,monthly,62,3,466,engineering manager,no,5168
no,annual,108,16,850,engineering manager,no,5169
yes,monthly,67,8,167,sales,no,5170
no,annual,99,6,1157,engineering manager,no,5171
yes,monthly,24,3,32,marketer,no,5172
no,monthly,28,0,66,developer,no,5173
yes,monthly,25,10,914,product manager,no,5174
no,monthly,58,3,157,engineering manager,no,5175
no,monthly,33,14,352,engineering manager,yes,5176
no,monthly,37,3,90,product manager,yes,5177
no,monthly,120,14,209,product manager,no,5178
no,monthly,140,14,675,engineering manager,no,5179
yes,monthly,53,9,748,product manager,no,5180
no,monthly,110,5,103,product manager,no,5181
no,annual,99,3,1037,product manager,no,5182
no,annual,45,13,195,product manager,no,5183
no,monthly,148,18,632,product manager,no,5184
no,monthly,117,10,594,product manager,no,5185
no,monthly,131,3,774,product manager,no,5186
yes,monthly,37,3,901,designer,yes,5187
no,monthly,106,4,1106,engineering manager,no,5188
no,monthly,0,4,150,product manager,no,5189
yes,monthly,35,8,1026,developer,no,5190
yes,monthly,53,9,297,product manager,yes,5191
yes,monthly,31,6,362,product manager,yes,5192
yes,annual,52,10,1146,developer,no,5193
yes,monthly,31,1,740,sales,no,5194
no,annual,144,9,895,developer,no,5195
no,annual,141,6,85,engineering manager,yes,5196
no,annual,28,10,504,engineering manager,yes,5197
yes,monthly,22,10,453,engineering manager,yes,5198
no,annual,143,18,553,engineering manager,yes,5199
no,monthly,115,11,915,engineering manager,yes,5200
no,monthly,120,1,92,product manager,no,5201
no,annual,138,1,414,developer,yes,5202
no,annual,21,9,817,product manager,no,5203
no,monthly,127,5,624,product manager,yes,5204
yes,annual,82,9,838,sales,yes,5205
yes,annual,23,4,665,sales,no,5206
yes,monthly,90,0,907,designer,no,5207
yes,annual,97,0,1197,developer,yes,5208
no,monthly,43,0,741,product manager,yes,5209
no,monthly,15,12,835,engineering manager,no,5210
no,monthly,5,1,717,engineering manager,no,5211
yes,annual,30,12,567,sales,no,5212
no,monthly,54,18,520,developer,no,5213
no,monthly,68,6,692,engineering manager,no,5214
yes,monthly,92,1,1125,designer,yes,5215
yes,monthly,27,0,910,marketer,no,5216
no,annual,105,2,269,developer,no,5217
yes,annual,11,0,209,developer,no,5218
no,annual,16,7,152,engineering manager,yes,5219
no,monthly,81,10,695,product manager,yes,5220
no,monthly,17,13,327,developer,yes,5221
yes,monthly,26,1,118,product manager,yes,5222
no,monthly,38,11,138,developer,no,5223
yes,monthly,50,8,857,sales,yes,5224
no,annual,10,3,977,product manager,no,5225
no,monthly,127,10,800,product manager,no,5226
no,monthly,36,19,498,engineering manager,no,5227
yes,annual,68,11,161,product manager,no,5228
no,monthly,131,4,843,engineering manager,yes,5229
no,monthly,116,20,167,engineering manager,yes,5230
no,annual,135,14,569,developer,yes,5231
yes,monthly,34,0,597,sales,no,5232
no,monthly,79,7,863,product manager,no,5233
no,annual,41,18,313,engineering manager,yes,5234
no,monthly,61,19,519,developer,no,5235
no,monthly,68,3,178,developer,no,5236
no,monthly,39,13,1087,product manager,no,5237
no,annual,55,19,587,product manager,no,5238
yes,monthly,95,6,559,marketer,yes,5239
no,monthly,140,1,196,engineering manager,yes,5240
no,annual,65,0,281,developer,no,5241
no,annual,117,16,526,engineering manager,no,5242
no,monthly,91,1,1148,engineering manager,yes,5243
no,monthly,21,15,503,product manager,no,5244
no,monthly,64,19,36,product manager,no,5245
no,monthly,65,6,313,developer,no,5246
no,annual,133,15,926,developer,yes,5247
no,annual,120,2,947,engineering manager,yes,5248
yes,monthly,75,5,217,product manager,no,5249
no,annual,30,15,1041,engineering manager,yes,5250
yes,monthly,5,3,154,product manager,no,5251
no,monthly,17,20,325,developer,yes,5252
no,annual,104,11,742,developer,no,5253
no,monthly,5,10,604,product manager,yes,5254
no,annual,7,12,145,product manager,no,5255
no,monthly,110,10,693,product manager,yes,5256
no,monthly,122,19,81,product manager,yes,5257
no,annual,11,12,306,engineering manager,no,5258
no,annual,63,20,1156,product manager,no,5259
yes,annual,4,11,994,marketer,no,5260
no,monthly,96,7,302,developer,yes,5261
yes,monthly,36,8,54,marketer,no,5262
no,monthly,11,4,179,developer,no,5263
yes,monthly,32,4,180,developer,no,5264
no,monthly,132,19,804,product manager,no,5265
no,monthly,127,18,973,engineering manager,yes,5266
yes,annual,27,8,152,developer,no,5267
no,monthly,134,5,607,product manager,no,5268
no,annual,148,2,143,product manager,yes,5269
yes,monthly,61,3,148,engineering manager,yes,5270
no,monthly,120,3,1055,developer,no,5271
no,monthly,53,7,1055,engineering manager,no,5272
yes,monthly,13,3,718,sales,yes,5273
